	Dim1	Dim2	new_membership	class
1001000229.C3	-43.1142	-6.0578685	7	7
1001000229.H8	-41.006737	-25.344963	7	7
1001000229.G1	-49.626633	-11.239402	7	7
1001000229.E12	-46.115597	-10.604416	7	7
1001000229.E4	36.37647	-7.7922087	9	8
1001000229.B7	-49.17913	-3.4768815	7	7
1001000229.B4	31.204151	-8.679307	9	8
1001000229.F1	-25.90513	-20.172518	7	7
1001000229.C8	-35.35519	-15.675451	7	7
1001000229.H3	17.983746	67.56111	OPC	5
1001000229.A1	-50.348057	-18.41186	7	7
1001000229.F8	46.16032	23.006542	9	8
1001000229.A11	-42.014385	-23.831377	7	7
1001000229.A8	-65.82331	-6.5411797	7	7
1001000229.G3	-44.431274	12.731708	7	7
1001000229.D3	38.356625	-13.947068	9	8
1001000229.C1	-51.604362	-4.9262605	7	7
1001000229.A3	-44.85363	-22.882986	7	7
1001000229.B6	-49.00863	-9.388046	7	7
1001000229.C7	-39.115482	-11.84641	7	7
1001000229.F3	-40.84202	-13.286497	7	7
1001000229.D1	-29.050026	-18.657684	7	7
1001000229.E3	-32.161842	-21.97812	7	7
1001000229.D8	-62.97538	-2.4106946	7	7
1001000229.H5	-40.492474	-12.012169	7	7
1001000229.B12	-44.66363	-18.60548	7	7
1001000229.G4	-53.148716	-20.545563	7	7
1001000229.G6	-28.980082	-8.63383	7	7
1001000229.F10	-45.414215	-26.827106	7	7
1001000229.C10	-51.42828	-14.021677	9	8
1001000229.A5	-49.095894	24.280956	7	7
1001000229.E1	-21.446579	6.803579	7	7
1001000229.F5	36.85266	-9.266986	9	8
1001000229.B1	-42.98554	-6.8532553	7	7
1001000229.E8	-65.97627	-3.5631273	7	7
1001000229.G11	-31.817875	-6.9549727	7	7
1001000229.C12	-46.445488	-17.430197	7	7
1001000229.H11	-35.300858	-26.58132	7	7
1001000229.A10	-35.677536	8.5297785	7	7
1001000229.F12	-37.462555	-5.905517	7	7
1001000230.D4	-40.715553	-25.776182	7	7
1001000230.F4	-41.80354	-17.747831	7	7
1001000230.H3	-33.36856	-9.647167	7	7
1001000230.E1	26.67608	22.962519	8	9
1001000230.D7	-64.30615	-4.368307	7	7
1001000230.E11	-37.653847	-8.665586	7	7
1001000230.E8	-35.35438	-12.553542	7	7
1001000230.D2	-37.542786	-14.172671	7	7
1001000230.C10	-37.79011	-12.925233	7	7
1001000230.E4	-50.452045	-9.38016	7	7
1001000230.C8	38.623104	-12.287117	9	8
1001000230.H5	-53.297176	3.8425372	7	7
1001000230.B3	-47.59562	23.534172	7	7
1001000230.B5	-40.938732	-13.375404	7	7
1001000230.F8	-45.558414	-10.391881	7	7
1001000230.B12	-41.64565	-9.687612	7	7
1001000230.G5	37.83809	-11.615117	9	8
1001000230.A11	-33.81933	-13.520737	7	7
1001000230.F9	39.656918	-10.370343	9	8
1001000230.E12	-22.107195	5.4479246	7	7
1001000230.B9	-37.68942	-7.5723243	7	7
1001000230.G7	-32.013683	-27.914902	7	7
1001000230.A9	-40.6909	-19.399124	7	7
1001000230.C2	-33.57495	-13.095963	7	7
1001000230.A4	-42.654823	9.164919	7	7
1001000230.B10	-33.45742	-15.496263	7	7
1001000230.B7	-23.64262	-4.4204736	7	7
1001000230.F11	-63.910328	-5.306899	7	7
1001000230.H1	-27.866013	-27.753843	7	7
1001000230.A2	-29.06357	-27.289454	7	7
1001000230.F2	-53.944378	-12.472462	7	7
1001000230.D9	-41.32881	-7.3738174	7	7
1001000230.G9	-34.8027	-16.241442	7	7
1001000230.D6	-40.07202	-21.623438	7	7
1001000230.H8	-64.91796	-4.861787	7	7
1001000230.C4	46.69938	22.922726	9	8
1001000230.A7	-36.26902	-16.038084	7	7
1001000230.E2	-38.414642	-16.660467	7	7
1001000230.D12	31.266356	-11.356636	9	8
1001000230.G10	-23.692911	-5.349108	7	7
1001000230.G2	-51.09536	-10.92111	7	7
1001000230.A5	-36.318195	-9.503747	7	7
1001000230.H11	-41.002773	-9.826475	7	7
1001000230.C9	-54.842346	-12.804328	7	7
1001000230.D8	-37.823566	-11.671753	7	7
1001000230.F5	34.961708	-5.9796605	9	8
1001000230.B11	-42.676147	-22.286215	7	7
1001000230.G4	-49.74099	-11.628961	7	7
1001000230.B8	-48.70707	-8.742231	7	7
1001000230.H4	-39.859398	-14.574558	7	7
1001000230.E9	-39.93113	-29.912256	7	7
1001000230.E5	43.35899	23.349081	9	8
1001000230.D3	43.730568	27.9663	9	8
1001000230.B1	-39.599464	-9.906535	7	7
1001000230.G12	-40.70007	-22.252064	7	7
1001000230.F7	-37.83763	-9.842396	7	7
1001000230.A3	-35.97144	-9.790054	7	7
1001000230.E10	-31.126965	-8.141345	7	7
1001000230.C7	-37.861008	-20.493576	7	7
1001000230.G6	39.65229	-11.979128	9	8
1001000230.H6	-38.105766	-26.432198	7	7
1001000230.H10	-43.604286	-26.629936	7	7
1001000230.E7	45.052837	28.930191	9	8
1001000230.C11	-48.706528	-9.713382	7	7
1001000230.C1	36.485783	-7.805765	9	8
1001000230.C5	-44.532925	-17.619295	7	7
1001000230.G11	-49.126232	-24.61292	7	7
1001000230.D11	-47.39571	-15.570268	7	7
1001000230.B2	-42.72959	8.750082	7	7
1001000230.F1	-38.251587	27.55378	7	7
1001000230.G8	42.34964	29.787813	9	8
1001000230.F10	74.46225	4.040872	9	8
1001000230.H7	-40.324688	-21.41262	7	7
1001000230.C12	-41.91275	-17.799892	7	7
1001000230.C3	-62.11062	-2.1838777	7	7
1001000230.A8	-49.351604	-22.352697	7	7
1001000230.E3	-40.261868	-21.476475	7	7
1001000230.A10	-50.583893	-11.867716	7	7
1001000230.F3	-49.78052	-17.948298	7	7
1001000230.G1	-42.01635	-11.423947	7	7
1001000230.H9	-48.261	-17.71932	7	7
1001000230.F12	-58.439068	-2.640114	7	7
1001000230.H2	-44.856415	-4.593056	7	7
1001000230.D5	-36.517014	-0.5597699	7	7
1001000231.F8	-64.27958	-4.331165	7	7
1001000231.A3	-47.27327	-11.864456	7	7
1001000231.F1	-54.985573	-9.400091	7	7
1001000231.H11	-62.38436	-2.2624857	7	7
1001000231.G7	-42.878574	-8.792939	7	7
1001000231.F10	-46.397896	-17.44947	7	7
1001000231.A6	-45.40991	-17.739975	7	7
1001000231.A11	-48.553303	-20.752848	7	7
1001000231.B5	-64.719765	-6.2868342	7	7
1001000231.E7	-50.365097	-12.637859	7	7
1001000231.D7	-52.024044	-7.338505	7	7
1001000231.F6	40.844704	3.8103478	9	8
1001000231.H6	-43.84204	6.2498817	7	7
1001000231.B11	-42.30768	9.014517	7	7
1001000231.G9	-43.019325	-6.7161336	7	7
1001000231.B3	-52.778957	-26.916517	7	7
1001000231.H3	-65.72612	-1.5283481	7	7
1001000231.H8	-55.544506	-12.107772	7	7
1001000231.C4	-50.577175	-9.601927	7	7
1001000231.D3	-36.774628	-16.121391	7	7
1001000231.B9	-43.72886	-25.950089	7	7
1001000231.G12	-71.50018	-5.729857	7	7
1001000231.F4	-55.03233	-9.273725	7	7
1001000231.G5	-42.900352	-7.4161434	7	7
1001000231.G8	-47.355324	-21.149183	7	7
1001000231.H5	-42.22469	-23.966797	7	7
1001000231.C1	-31.313646	-7.9511666	7	7
1001000231.C2	-41.87266	-25.699324	7	7
1001000231.B7	-65.358116	-5.192343	7	7
1001000231.D9	-50.861805	-8.402143	7	7
1001000231.D10	-38.478725	27.289658	7	7
1001000231.G10	-41.387867	-7.3299093	7	7
1001000231.A9	-37.539482	-10.500742	7	7
1001000231.F12	-46.886967	6.8823905	7	7
1001000231.F2	-52.205105	-23.416468	7	7
1001000231.C8	-46.096718	-24.110691	7	7
1001000231.D12	-49.452457	-22.589743	7	7
1001000231.C11	-54.415012	-14.386764	7	7
1001000231.A4	-47.218548	-12.271649	7	7
1001000231.E6	-25.420584	-5.5378737	7	7
1001000231.G1	-42.4069	-24.42108	7	7
1001000231.E12	-44.191124	-25.314697	7	7
1001000231.C6	-52.548115	-27.181292	7	7
1001000231.F7	-52.051723	-9.205423	7	7
1001000231.B1	-52.191956	11.613652	7	7
1001000231.H7	-55.356117	-16.314117	7	7
1001000231.D8	-40.157898	-8.969837	7	7
1001000231.A7	-44.684994	-22.811663	7	7
1001000231.A2	-36.021255	-25.548044	7	7
1001000231.B4	-55.341328	-16.145657	7	7
1001000231.E1	-39.598896	-20.493635	7	7
1001000231.G3	-54.049404	-15.856708	7	7
1001000231.E10	-31.567114	18.894394	7	7
1001000231.E8	-35.706608	-15.346502	7	7
1001000231.D5	-40.13994	-10.024895	7	7
1001000231.H9	-44.078667	-5.3336296	7	7
1001000231.C5	-49.14816	-22.263325	7	7
1001000231.C10	39.17944	-14.501798	9	8
1001000231.B12	-28.264742	-22.634315	7	7
1001000231.D6	-48.911274	-22.527275	7	7
1001000231.E2	-42.68437	-21.396217	7	7
1001000231.B2	51.829323	51.6984	Endothelial	2
1001000231.H10	-65.058716	-4.9942946	7	7
1001000231.G6	-52.84994	-17.477531	7	7
1001000231.A1	-65.53742	-6.537045	7	7
1001000231.C3	52.436188	52.045338	Endothelial	2
1001000231.E3	-38.65315	-8.556904	7	7
1001000231.H2	-42.97157	-21.814703	7	7
1001000231.B10	-41.725662	2.2085607	Endothelial	2
1001000231.C9	-54.18522	14.149605	7	7
1001000231.E11	-55.964466	9.192556	7	7
1001000231.B8	-30.839725	-5.774001	7	7
1001000231.G2	-32.13256	-15.338898	7	7
1001000231.F3	-54.22357	-15.9866495	7	7
1001000231.A12	-54.79423	3.7089698	7	7
1001000231.G11	-42.770084	-21.493404	7	7
1001000231.D4	-53.683525	-18.3435	7	7
1001000231.H4	-54.12298	-18.97558	7	7
1001000231.A10	-39.99392	10.359313	7	7
1001000231.D11	-48.713657	-20.941118	7	7
1001000231.A5	-56.318333	-11.554391	7	7
1001000231.E5	-54.414856	-14.279089	7	7
1001000231.B6	-39.232834	-10.165257	7	7
1001000231.G4	37.611572	24.862957	8	9
1001000231.A8	-43.992416	-8.939572	7	7
1001000231.F11	55.073196	47.615532	Endothelial	2
1001000231.D2	-45.53436	-6.8599215	7	7
1001000231.C7	-47.177483	-20.845663	7	7
1001000231.H1	-52.2247	-20.155249	7	7
1001000232.E4	38.83803	-39.39401	Astrocyte	1
1001000232.G3	32.965225	-71.6461	Oligodendrocyte	6
1001000232.B3	-1.9228829	69.63406	OPC	5
1001000233.H10	39.289192	-65.42842	Oligodendrocyte	6
1001000233.A6	28.580053	24.707468	8	9
1001000233.D10	28.559877	24.594292	8	9
1001000233.C6	32.58967	-70.98779	Oligodendrocyte	6
1001000233.C4	32.375214	-71.15595	Oligodendrocyte	6
1001000233.G11	-9.494653	66.486084	OPC	5
1001000234.E10	5.6388917	70.0685	OPC	5
1001000234.C3	27.521608	-74.39992	Oligodendrocyte	6
1001000234.C9	31.69014	-72.18106	Oligodendrocyte	6
1001000235.G4	-22.983765	-21.489359	7	7
1001000235.C1	-58.826557	10.256952	7	7
1001000235.A9	-51.58256	30.092695	7	7
1001000235.F4	-39.07255	11.7259445	7	7
1001000235.D4	-35.275608	6.829354	7	7
1001000235.A11	-42.46345	-20.000513	7	7
1001000235.G8	-44.030075	-19.794212	7	7
1001000235.G2	-36.5803	6.454642	7	7
1001000235.B3	-35.38749	9.0558605	7	7
1001000235.D9	-20.170506	-19.43074	7	7
1001000235.C12	-65.12159	22.476763	7	7
1001000235.D6	-37.133	-15.128361	7	7
1001000235.F2	-32.667084	-16.48122	7	7
1001000235.B8	-54.825916	23.237799	7	7
1001000235.F6	-32.609	20.755135	7	7
1001000235.A2	-61.00555	21.201149	7	7
1001000235.B5	-47.477833	24.1217	7	7
1001000235.B10	-31.948076	-13.173501	7	7
1001000235.E6	-54.480392	-19.284855	7	7
1001000235.F8	-22.683931	-44.264996	Microglia	3
1001000235.G11	-45.31307	32.665833	7	7
1001000235.A5	-58.352	3.8972845	7	7
1001000235.B11	-40.361965	14.617817	7	7
1001000235.B7	-51.39959	-21.378319	7	7
1001000235.F12	-50.60168	25.63047	7	7
1001000235.G6	-59.383266	19.043457	7	7
1001000235.H11	-54.412327	29.135382	7	7
1001000235.D11	-40.376465	-12.7777195	7	7
1001000235.E12	-35.17471	34.352158	7	7
1001000235.C8	-22.711178	5.885559	7	7
1001000235.A3	-35.577553	-24.194883	7	7
1001000235.H8	-59.484055	25.541782	7	7
1001000235.G12	-32.62859	28.091162	7	7
1001000235.D1	-41.61295	-25.411001	7	7
1001000235.C10	-39.782158	32.123783	7	7
1001000235.B2	-48.74435	14.686351	7	7
1001000235.D8	-42.47634	8.202101	7	7
1001000235.H3	-65.64427	-7.6452484	7	7
1001000235.B9	-25.354233	-31.533598	7	7
1001000235.E8	-38.83823	20.021584	7	7
1001000235.F10	30.614431	25.33821	8	9
1001000235.H1	-65.982346	-7.2070646	7	7
1001000235.G3	-39.973587	26.389616	7	7
1001000235.A1	-54.377995	-3.417195	7	7
1001000235.B6	-26.744276	-29.037334	7	7
1001000235.F3	-52.43314	-7.5072546	7	7
1001000235.E10	-71.42836	19.585999	7	7
1001000235.C7	-58.080822	27.706467	7	7
1001000235.A10	-34.01269	-3.6187637	7	7
1001000235.E11	-35.40867	-18.599876	7	7
1001000235.G1	-62.12061	25.413176	7	7
1001000235.G7	-33.352543	-20.10046	7	7
1001000235.F5	-33.419994	-20.120836	7	7
1001000235.C9	-57.369835	18.94382	7	7
1001000235.D3	-22.297632	-21.940968	7	7
1001000235.F1	-37.09295	18.304186	7	7
1001000235.C4	-42.950718	9.105951	7	7
1001000235.A12	-39.83783	-28.453638	7	7
1001000235.B12	-40.16708	26.686764	7	7
1001000235.H6	-40.935043	-22.392033	7	7
1001000235.H9	-64.00778	23.969467	7	7
1001000235.D5	-30.990622	-9.333991	7	7
1001000235.H10	-28.883743	-24.855536	7	7
1001000235.H4	-66.7555	23.956453	7	7
1001000235.E1	-70.82274	20.614893	7	7
1001000235.D10	-28.649899	-21.207335	7	7
1001000235.F7	-46.45219	23.22137	7	7
1001000235.C3	-67.73093	22.948135	7	7
1001000235.G10	-30.561531	-23.645487	7	7
1001000235.F11	-35.27106	-32.726475	7	7
1001000235.B1	-48.603275	-31.04311	7	7
1001000235.C11	-36.670387	29.562418	7	7
1001000235.A6	-50.1004	-18.99083	7	7
1001000235.B4	-47.616783	-3.4768622	7	7
1001000235.E9	-56.054432	17.173813	7	7
1001000235.H2	-28.416027	-24.768806	7	7
1001000235.E7	-51.03339	10.864446	7	7
1001000235.D12	-38.922752	30.412495	7	7
1001000235.H7	-44.60335	26.479195	7	7
1001000235.F9	-44.263916	16.1991	7	7
1001000235.D7	-51.27052	20.319202	7	7
1001000235.C5	-40.90884	-38.344822	7	7
1001000235.G9	-41.472157	-27.27127	7	7
1001000235.A4	-29.265882	-4.381153	7	7
1001000235.D2	-25.22237	-23.5018	7	7
1001000236.E12	-66.33616	-6.212902	7	7
1001000236.H3	-41.249992	-39.66431	7	7
1001000236.B4	-61.05222	27.156706	7	7
1001000236.H4	-47.729435	-4.011451	7	7
1001000236.C6	-59.69638	14.423328	7	7
1001000236.A4	-55.03167	22.321302	7	7
1001000236.D5	-51.694054	-20.631302	7	7
1001000236.E1	-22.242037	-0.1712445	7	7
1001000236.A9	-51.28206	-16.661238	7	7
1001000236.H11	-71.27888	22.748516	7	7
1001000236.D3	-24.683022	-30.757942	7	7
1001000236.A2	-9.115721	-35.12604	Microglia	3
1001000236.E10	-49.495	9.81818	7	7
1001000236.F4	-28.57928	11.546753	7	7
1001000236.B2	-41.256927	-33.11091	7	7
1001000236.D7	-33.92444	-20.861763	7	7
1001000236.C1	-39.491245	-34.529808	7	7
1001000236.B9	-29.530764	-12.309222	7	7
1001000236.H1	-29.108372	-27.88859	7	7
1001000236.C8	-57.281044	22.903767	7	7
1001000236.F6	-35.36027	7.3720875	7	7
1001000236.E3	-58.423676	4.112182	7	7
1001000236.A7	-45.44387	-29.547924	7	7
1001000236.C3	-31.458527	-25.30542	7	7
1001000236.C4	-22.679358	-9.180285	7	7
1001000236.B1	-53.14191	-3.0799935	7	7
1001000236.G5	-45.398964	18.464806	7	7
1001000236.H7	-40.811264	-40.296482	7	7
1001000236.A6	-45.06953	-4.4029317	7	7
1001000236.D10	-55.654118	-19.616348	7	7
1001000236.G9	-37.69566	-22.054579	7	7
1001000236.E6	-66.10642	22.28407	7	7
1001000236.D2	-35.438354	-23.111324	7	7
1001000236.A10	-60.572872	24.942375	7	7
1001000236.G11	-35.662136	-13.363392	7	7
1001000236.D9	-66.76293	-0.5579578	7	7
1001000236.F10	-46.972702	24.215216	7	7
1001000236.B6	-22.298752	-27.095741	7	7
1001000236.B11	-45.380882	-29.257364	7	7
1001000236.G3	-52.506897	21.780045	7	7
1001000236.F2	-26.111162	-4.3864384	7	7
1001000236.G7	-33.98285	-22.262909	7	7
1001000236.E8	-37.469765	-29.753662	7	7
1001000236.F9	-62.80384	24.093191	7	7
1001000236.C10	-37.51103	-19.241882	7	7
1001000236.D12	-67.322495	23.326424	7	7
1001000236.D11	-27.655499	-22.748991	7	7
1001000236.F5	-51.735016	28.46348	7	7
1001000236.C12	-56.492054	-5.107482	7	7
1001000236.B3	-37.858902	-38.120007	7	7
1001000236.H5	-36.82306	-0.997516	7	7
1001000236.A12	-52.832222	24.918215	7	7
1001000236.A3	-22.002167	-32.292706	Microglia	3
1001000236.C7	-35.178154	-6.644793	7	7
1001000236.B8	-30.024418	-9.380726	7	7
1001000236.F3	-53.073677	24.937904	7	7
1001000236.D4	-50.182884	-22.248808	7	7
1001000236.E9	-39.69178	-16.313984	7	7
1001000236.B12	-40.82793	-32.51564	7	7
1001000236.A1	-36.574333	-21.756245	7	7
1001000236.F7	-33.77425	-19.469496	7	7
1001000236.E4	-53.555756	-16.995707	7	7
1001000236.C2	-33.63668	-14.219849	7	7
1001000236.A8	-52.453735	-2.9611564	7	7
1001000236.H2	-24.684103	-42.807365	Microglia	3
1001000236.H8	-37.696667	-11.689452	7	7
1001000236.D6	-68.11634	-5.771665	7	7
1001000236.C9	-35.70618	8.058449	7	7
1001000236.E7	-42.727684	-32.96373	7	7
1001000236.F1	-58.69105	21.583504	7	7
1001000236.G8	-69.33738	23.32175	7	7
1001000236.C11	-70.33979	23.027287	7	7
1001000236.C5	-41.128468	31.567299	7	7
1001000236.G4	-46.596924	7.6000037	7	7
1001000236.B7	-44.43719	9.340033	7	7
1001000236.G12	-54.622784	25.277346	7	7
1001000236.G6	-59.603203	14.47065	7	7
1001000236.E5	-39.41966	-16.315758	7	7
1001000236.G1	-37.765705	-37.428726	7	7
1001000236.A11	-37.340977	9.423694	7	7
1001000236.H6	-51.14059	29.329277	7	7
1001000236.H10	-34.60826	-15.0176115	7	7
1001000236.D1	-39.884857	-26.691414	7	7
1001000236.D8	-50.22734	13.755483	7	7
1001000236.G10	-58.476322	25.09163	7	7
1001000236.B10	-49.395245	-13.805644	7	7
1001000236.G2	-53.57926	24.711134	7	7
1001000236.F11	-56.957867	17.643042	7	7
1001000236.B5	-66.885735	22.122046	7	7
1001000236.A5	-42.445374	32.42292	7	7
1001000237.E5	-54.77604	8.3693695	7	7
1001000237.C4	-38.23828	27.314169	7	7
1001000237.A3	-32.413498	-15.708933	7	7
1001000237.E3	-20.62658	-1.9099354	7	7
1001000237.B11	-59.04194	26.717934	7	7
1001000237.G12	-25.010649	-19.232056	7	7
1001000237.D3	-40.73545	-14.896719	7	7
1001000237.G2	-57.51363	14.531903	7	7
1001000237.C9	-53.988792	5.7695675	7	7
1001000237.B5	-32.006977	17.964287	7	7
1001000237.A5	-63.066555	21.254547	7	7
1001000237.C10	-45.255646	-10.900904	7	7
1001000237.A12	-42.159874	9.596604	7	7
1001000237.B1	-33.620537	26.435614	7	7
1001000237.F3	-55.99115	8.147968	7	7
1001000237.D10	-70.23847	21.22346	7	7
1001000237.H7	-54.376205	-12.861634	7	7
1001000237.E1	-65.206955	21.341267	7	7
1001000237.D1	-20.038702	3.1990933	7	7
1001000237.B3	-60.71073	25.04229	7	7
1001000237.D5	-68.615326	22.044582	7	7
1001000237.G4	-32.812454	-21.23893	7	7
1001000237.G10	-42.15364	-27.85436	7	7
1001000237.A10	-63.48624	23.047594	7	7
1001000237.F12	-46.09134	-9.928805	7	7
1001000237.A9	-29.08552	-23.313353	7	7
1001000237.A7	-59.58266	18.897255	7	7
1001000237.H11	-35.407738	-12.177057	7	7
1001000237.E10	-39.110893	-16.429693	7	7
1001000237.D12	-35.463257	-32.00388	7	7
1001000237.H3	-35.66035	-16.394167	7	7
1001000237.H1	-37.07211	28.082851	7	7
1001000237.G6	-70.33055	22.413523	7	7
1001000237.D7	-39.99235	-13.722458	7	7
1001000237.C12	-26.695034	-20.61634	7	7
1001000237.F6	-70.33483	20.895351	7	7
1001000237.E8	-64.07052	22.837772	7	7
1001000237.C8	-40.076515	-25.006252	7	7
1001000237.G11	-69.0327	21.7008	7	7
1001000237.A4	-25.772013	-18.439482	7	7
1001000237.F8	-38.77511	-22.281122	7	7
1001000237.F10	-33.022434	-7.652809	7	7
1001000237.F1	-53.3612	21.126423	7	7
1001000237.H5	-31.081036	-6.3059106	7	7
1001000237.E12	-55.215343	28.973116	7	7
1001000237.D9	-33.35482	-27.571684	7	7
1001000237.G8	-59.780506	24.789913	7	7
1001000237.C2	-67.13601	-0.36304	7	7
1001000237.A2	-35.73707	27.405815	7	7
1001000237.E6	-36.381374	7.6870723	7	7
1001000237.E4	-45.06957	25.150036	7	7
1001000237.B10	-39.904423	-31.821619	7	7
1001000237.H8	-38.910892	-43.17531	7	7
1001000237.D4	-36.62206	27.178917	7	7
1001000237.C1	-68.39031	23.314856	7	7
1001000237.F9	-39.86219	-32.036297	7	7
1001000237.B8	-38.734756	29.214685	7	7
1001000237.A11	-43.194763	20.822937	7	7
1001000237.D6	-52.801346	5.864381	7	7
1001000237.C3	-52.55053	28.188017	7	7
1001000237.B12	-49.998062	-5.208738	7	7
1001000237.E2	-38.14127	17.165564	7	7
1001000237.D2	-38.37808	6.441971	7	7
1001000237.B6	-32.783207	24.368876	7	7
1001000237.G3	-46.35976	24.596115	7	7
1001000237.C6	-41.50877	-17.495579	7	7
1001000237.A6	-44.01247	7.020322	7	7
1001000237.F4	-34.91919	-5.5918045	7	7
1001000237.G5	-56.289024	16.721481	7	7
1001000237.D8	-35.9447	29.639112	7	7
1001000237.C5	-56.519688	19.171164	7	7
1001000237.F5	-67.60461	22.588486	7	7
1001000237.B4	-53.15456	28.858004	7	7
1001000237.G9	-27.298141	-3.962679	7	7
1001000237.F7	-38.301872	-16.767635	7	7
1001000237.F11	-64.35684	21.891214	7	7
1001000237.B2	-24.983	-25.109129	7	7
1001000237.G7	-36.69531	6.79405	7	7
1001000237.H9	-54.866932	18.640165	7	7
1001000237.H4	-37.6073	26.817358	7	7
1001000237.C11	-53.97715	-3.121073	7	7
1001000237.D11	-44.89305	-9.715995	7	7
1001000237.A8	-35.273895	-13.862004	7	7
1001000237.C7	-25.014502	-23.966776	7	7
1001000237.H6	-31.862219	-27.988338	7	7
1001000237.B7	-33.847973	-32.93855	7	7
1001000237.A1	-39.073452	30.008558	7	7
1001000237.E7	-34.09905	-14.062594	7	7
1001000237.F2	-56.69918	27.246704	7	7
1001000237.E11	-38.949932	-36.976307	7	7
1001000237.H10	-30.185389	-27.68916	7	7
1001000237.E9	-69.281494	22.18351	7	7
1001000238.F12	-22.623438	-0.090198696	7	7
1001000238.F3	-6.6306534	-40.19186	Microglia	3
1001000238.A4	-14.28428	-13.999754	7	7
1001000238.F8	9.255419	-47.828266	Microglia	3
1001000238.G6	-8.231036	-40.925976	Microglia	3
1001000238.B11	-15.979002	-47.362194	Microglia	3
1001000238.E7	-6.45015	5.5742364	8	9
1001000238.D5	52.98036	50.968857	Endothelial	2
1001000238.B6	-17.06664	-16.909595	Microglia	3
1001000238.E9	4.4952154	-55.438244	Microglia	3
1001000238.F10	6.706845	-49.0267	Microglia	3
1001000238.F5	-10.217365	-41.793243	Microglia	3
1001000238.G9	-7.081463	-41.015667	Microglia	3
1001000238.A6	13.183603	-51.43335	Microglia	3
1001000238.H8	-1.1026411	-46.8358	Microglia	3
1001000238.D7	-21.216661	-23.057474	7	7
1001000238.A3	-5.184335	-34.48638	Microglia	3
1001000238.F7	-7.14104	-23.239061	Microglia	3
1001000238.E1	-7.6772866	10.808362	7	7
1001000238.H10	8.441686	-40.00232	Microglia	3
1001000238.B9	13.410153	-46.874607	Microglia	3
1001000238.D9	7.3503304	-37.33493	Microglia	3
1001000238.E10	-2.732004	-47.45773	Microglia	3
1001000238.A5	-12.572504	4.020804	7	7
1001000238.C3	-8.205649	4.8339343	Microglia	3
1001000238.F9	7.610847	-48.81012	Microglia	3
1001000238.A11	-3.7481453	-17.844252	Microglia	3
1001000238.C8	-6.8615103	-41.66864	Microglia	3
1001000238.C10	3.6467202	-33.259872	Microglia	3
1001000238.G5	-2.1019082	-58.183098	Microglia	3
1001000238.C6	2.1124692	-47.264133	Microglia	3
1001000238.B4	-18.930237	-18.28122	7	7
1001000238.C12	-22.753672	-23.275152	7	7
1001000238.E3	-7.246378	-60.99125	Microglia	3
1001000238.B10	-6.250911	-16.494131	Microglia	3
1001000238.D2	-12.761535	-5.5998874	7	7
1001000238.B2	10.844192	-32.26546	Microglia	3
1001000238.E5	0.09499414	-59.985817	Microglia	3
1001000238.E6	-1.8248199	-57.41076	Microglia	3
1001000238.B5	-9.356948	-39.660774	Microglia	3
1001000238.B12	-6.4692526	-18.664806	Microglia	3
1001000238.H1	-8.406932	-40.848255	Microglia	3
1001000238.C11	-4.196105	-15.353723	Microglia	3
1001000238.G11	-8.633231	-36.288666	Microglia	3
1001000238.G10	-7.666343	-47.698223	Microglia	3
1001000238.H7	5.9378247	-59.841415	Microglia	3
1001000238.G7	13.8517685	-46.074585	Microglia	3
1001000238.F2	-10.612649	5.858658	7	7
1001000238.H11	-19.062601	-18.127686	7	7
1001000238.D4	-6.5506797	-56.69711	Microglia	3
1001000238.B7	-33.680305	4.7379184	7	7
1001000238.G3	-16.823624	-3.2331884	7	7
1001000238.F11	1.3398573	-34.26644	Microglia	3
1001000238.A7	9.478385	-45.786827	Microglia	3
1001000238.H9	8.000053	-33.46902	Microglia	3
1001000238.F4	5.87214	-27.151726	Microglia	3
1001000238.D6	0.13377431	-58.392857	Microglia	3
1001000238.C5	-6.363239	-42.407944	Microglia	3
1001000238.B8	0.8113731	-47.137466	Microglia	3
1001000238.D12	-14.79465	-2.08269	7	7
1001000238.D10	-15.179396	-1.5826727	7	7
1001000238.A9	-4.477867	-51.409447	Microglia	3
1001000238.H2	-10.680836	5.8857365	7	7
1001000238.F6	7.4645605	-39.05477	Microglia	3
1001000238.G8	-11.369073	-52.892	Microglia	3
1001000238.G12	10.363908	-56.814762	Microglia	3
1001000238.G4	-3.4330082	-24.088682	Microglia	3
1001000238.D8	0.7929149	-31.993053	Microglia	3
1001000238.E4	8.7789755	-30.737238	Microglia	3
1001000238.B3	-14.00844	5.5579853	7	7
1001000238.A12	-18.510157	0.33082688	7	7
1001000238.A2	-25.18869	-27.570908	7	7
1001000238.E2	-0.7270466	-29.2019	Microglia	3
1001000238.C7	-5.3203115	-49.525917	Microglia	3
1001000239.E6	-0.74297273	-46.49023	Microglia	3
1001000239.B5	-1.1615309	-31.544943	Microglia	3
1001000239.A4	-4.7926846	-26.756186	Microglia	3
1001000239.G5	9.764919	-29.23615	Microglia	3
1001000239.C9	-26.416636	-11.14924	7	7
1001000239.F8	-28.701916	3.1080873	7	7
1001000239.F1	-11.688723	6.2455444	7	7
1001000239.D9	-20.978336	-8.038771	7	7
1001000239.B7	-19.090395	-20.25878	7	7
1001000239.G8	-14.027306	-0.13582814	7	7
1001000239.B9	5.5531087	-38.00646	Microglia	3
