	Dim1	Dim2	new_membership	class
1001000265.E2	-9.098013	-35.896652	Microglia	3
1001000265.C3	-27.134205	-34.836678	Microglia	3
1001000265.A5	-32.41416	-47.440025	Microglia	3
1001000265.G8	-28.69697	-45.908325	Microglia	3
1001000265.E12	-28.1303	-48.223846	Microglia	3
1001000265.B12	-24.831863	-43.007095	Microglia	3
1001000265.E8	-18.302246	-48.274784	Microglia	3
1001000265.D3	-27.56796	-47.70083	Microglia	3
1001000265.E10	-35.809437	-45.875103	7	7
1001000265.D12	-27.954765	-45.904366	Microglia	3
1001000265.A8	-10.831726	-23.788233	Microglia	3
1001000265.B3	-15.620385	-47.487816	Microglia	3
1001000265.E6	-17.784231	-45.046116	Microglia	3
1001000265.G12	0.9910251	-37.692997	Microglia	3
1001000265.B10	-32.08052	-46.81622	Microglia	3
1001000265.F12	-29.660862	-47.792538	Microglia	3
1001000265.D8	-28.651052	-49.856277	Microglia	3
1001000265.E3	-28.053303	-46.62682	Microglia	3
1001000265.B5	-22.01322	-48.686092	Microglia	3
1001000265.F8	-11.882059	-7.2648945	Microglia	3
1001000265.C9	-30.862543	-52.18288	Microglia	3
1001000265.G9	-0.4955346	-27.311329	Microglia	3
1001000265.C4	-32.23366	-49.1279	Microglia	3
1001000265.C6	-14.664298	5.7735705	7	7
1001000265.F6	-8.234943	-15.705624	Microglia	3
1001000265.G10	-4.486283	-25.675694	Microglia	3
1001000265.B2	-21.03453	-45.209225	Microglia	3
1001000265.A6	-7.234402	-29.544777	Microglia	3
1001000265.C5	-21.849274	-29.96982	7	7
1001000265.B4	-10.475381	-38.16796	Microglia	3
1001000265.G4	3.6417923	-37.90638	Microglia	3
1001000265.B9	-31.744867	-47.093613	Microglia	3
1001000265.D4	-7.0797606	-31.031631	Microglia	3
1001000265.F4	-31.320662	-55.4279	Microglia	3
1001000265.A4	-33.832798	-43.76892	7	7
1001000265.E7	-13.625925	-26.786745	Microglia	3
1001000265.D2	-36.69587	-47.866436	Microglia	3
1001000265.C11	-34.423798	-45.346607	7	7
1001000265.A2	-22.722883	-47.091602	Microglia	3
1001000265.A10	-31.512785	-38.388206	7	7
1001000265.D11	-25.075348	-46.13064	Microglia	3
1001000265.C2	-23.607164	-44.07451	Microglia	3
1001000265.C7	-30.269737	-52.28232	Microglia	3
1001000265.D9	-30.286749	-46.950306	Microglia	3
1001000265.D10	-34.817223	-52.819252	Microglia	3
1001000265.F2	-22.65519	-46.726562	Microglia	3
1001000266.C4	-26.652843	10.758458	7	7
1001000266.B5	-29.879402	8.769359	7	7
1001000266.D7	-35.2309	8.620459	7	7
1001000266.A3	58.87701	40.95403	Endothelial	2
1001000266.A7	-30.123545	7.854738	7	7
1001000266.E3	-55.206795	11.656247	7	7
1001000266.D5	-59.10469	16.321968	7	7
1001000266.A5	-51.892197	14.483806	7	7
1001000266.B6	-28.930624	8.850102	7	7
1001000266.E7	-36.61547	5.979351	7	7
1001000266.G4	-7.574576	10.9724245	8	9
1001000266.C5	-46.362198	31.949442	7	7
1001000266.A6	-28.08197	9.573562	7	7
1001000266.A4	-55.870342	16.670322	7	7
1001000266.E4	-30.203016	9.202339	7	7
1001000266.B4	-30.17003	8.582583	7	7
1001000267.H6	-11.647756	-47.642643	Microglia	3
1001000267.E10	-4.76964	69.67484	OPC	5
1001000267.B8	31.098589	22.179024	8	9
1001000267.G12	-21.740995	-49.84011	Microglia	3
1001000267.F5	36.166817	-28.439579	Astrocyte	1
1001000267.H8	39.080437	-66.60924	Oligodendrocyte	6
1001000267.C5	-23.318703	-52.29703	Microglia	3
1001000267.F12	8.210164	67.48402	OPC	5
1001000267.C12	10.998902	69.33446	OPC	5
1001000267.B3	11.424577	70.92295	OPC	5
1001000267.B11	-29.499208	-42.82802	Microglia	3
1001000267.G1	10.896852	69.087296	OPC	5
1001000267.D5	-0.37827876	35.20956	OPC	5
1001000267.A7	-10.323659	-50.165176	Microglia	3
1001000267.C7	32.60292	-23.828072	Astrocyte	1
1001000267.E4	5.2366967	66.516396	OPC	5
1001000267.A11	11.3382225	70.51049	OPC	5
1001000267.F10	21.109543	64.18136	OPC	5
1001000267.H11	40.699177	4.665024	8	9
1001000267.E12	11.098765	70.731766	OPC	5
1001000267.E8	32.89301	-24.975714	Astrocyte	1
1001000267.H9	-31.296007	-51.756866	Microglia	3
1001000267.H4	32.59437	-66.97784	Oligodendrocyte	6
1001000267.G11	27.385664	-73.80747	Oligodendrocyte	6
1001000267.H10	39.1909	-36.612247	Astrocyte	1
1001000267.G9	8.367032	64.966225	OPC	5
1001000267.D9	4.0651956	67.11531	OPC	5
1001000267.H5	26.544626	24.002228	8	9
1001000267.F9	7.2093306	62.791855	OPC	5
1001000267.G7	-15.881069	-50.382027	Microglia	3
1001000267.C11	-27.377178	-48.48815	Microglia	3
1001000267.F11	-3.9695392	57.033443	OPC	5
1001000267.B4	32.616974	-24.001522	Astrocyte	1
1001000267.H7	2.5139952	65.93006	OPC	5
1001000267.A1	39.811882	-33.776623	Astrocyte	1
1001000267.D7	-9.209456	-55.37901	Microglia	3
1001000267.D10	-15.492225	-49.47055	Microglia	3
1001000267.B5	12.723361	68.774475	OPC	5
1001000267.G5	50.564346	11.252722	9	8
1001000267.B10	-22.777082	-31.889732	7	7
1001000267.C1	12.123734	69.73055	OPC	5
1001000267.D12	12.2996645	68.967804	OPC	5
1001000267.A6	-58.287796	-2.353815	7	7
1001000267.G10	37.94961	-37.01743	Astrocyte	1
1001000267.C8	7.823498	65.15867	OPC	5
1001000267.B12	12.09007	69.76137	OPC	5
1001000267.F8	-34.24454	-47.37909	Microglia	3
1001000267.D4	13.208758	71.10847	OPC	5
1001000267.E7	12.78841	69.58805	OPC	5
1001000267.E5	-35.06348	-52.973522	Microglia	3
1001000268.D6	29.218563	60.675312	OPC	5
1001000268.F6	28.764488	62.064762	OPC	5
1001000268.G6	-25.56983	13.325102	7	7
1001000268.B4	24.547005	23.344429	8	9
1001000268.D4	23.518093	18.533112	8	9
1001000268.C6	25.654337	62.21637	OPC	5
1001000268.F1	30.196922	62.35766	OPC	5
1001000268.H2	32.73864	63.277885	OPC	5
1001000268.B2	31.944971	62.489944	OPC	5
1001000268.G2	28.224758	62.539047	OPC	5
1001000268.A2	31.146978	57.21228	OPC	5
1001000268.H4	30.523954	60.579136	OPC	5
1001000268.H5	32.31688	63.707718	OPC	5
1001000268.C3	30.283575	62.241947	OPC	5
1001000268.D5	30.562769	59.252537	OPC	5
1001000268.C5	29.948683	64.90112	OPC	5
1001000268.F5	24.42682	56.409187	OPC	5
1001000268.B5	26.962118	63.037933	OPC	5
1001000268.A5	-46.538742	12.703128	7	7
1001000268.E6	28.627321	57.411095	OPC	5
1001000268.E4	23.50019	23.04312	8	9
1001000268.H3	27.53352	56.937977	OPC	5
1001000268.E2	31.64332	62.053955	OPC	5
1001000268.D2	-34.925236	25.011318	7	7
1001000268.G1	29.996494	58.690334	OPC	5
1001000270.G1	-22.957146	-48.002525	Microglia	3
1001000270.D12	-33.942005	-50.400387	Microglia	3
1001000270.H8	-22.176462	-35.401554	Microglia	3
1001000270.A2	-5.308157	-52.244656	Microglia	3
1001000270.G3	-23.411533	-48.400692	Microglia	3
1001000270.F4	24.920275	20.879307	8	9
1001000270.H6	0.11769462	-49.30247	Microglia	3
1001000270.D1	-9.991146	3.9093363	7	7
1001000270.H2	-21.577902	-48.867065	Microglia	3
1001000270.A10	-9.850562	3.755967	Microglia	3
1001000270.E12	-33.207188	-50.602398	Microglia	3
1001000270.F10	-13.482947	-51.343792	Microglia	3
1001000270.E10	-7.9379773	-27.051157	7	7
1001000270.B4	-11.369129	-42.730618	Microglia	3
1001000270.C1	-10.869331	-54.9331	Microglia	3
1001000270.D7	-18.26322	2.023838	7	7
1001000270.H3	-30.087769	-47.17789	Microglia	3
1001000270.D9	52.44129	50.411003	Endothelial	2
1001000271.B3	52.141136	51.199062	Endothelial	2
1001000271.C2	53.243317	51.84972	Endothelial	2
1001000271.D1	52.513462	51.299774	Endothelial	2
1001000271.B1	32.293583	61.423637	OPC	5
1001000271.A3	30.812119	57.902607	OPC	5
1001000271.E1	52.848175	52.085804	Endothelial	2
1001000271.F1	54.95933	50.966396	Endothelial	2
1001000271.D4	-50.12157	21.714792	7	7
1001000271.C1	52.707737	51.499454	Endothelial	2
1001000271.H7	54.351078	51.209793	Endothelial	2
1001000271.H2	53.259907	51.48467	Endothelial	2
